set N := AA AB AC AD AE AF AG AH AI AJ AK AL AM AN AO AP AQ AR AS AT AU AV AW AX AY AZ BA BB;

set T := AA AB AC AD AE AF AG AH AI AJ AK AL AM AN;

table	K={K}	u(K)	o(K)	o_(K):
	K	u	o	o_	:=
	1	12.66	AO	AP
	2	10.65	AQ	AR
	3	14.17	AS	AT
	4	15.81	AU	AV
	5	10.00	AW	AX
	6	10.00	AY	AZ
	7	30.00	BA	BB
;

param c default 0 :=
AA	AB	1	145.14
AA	AB	2	161.94
AA	AB	3	110.87
AA	AB	4	95.82
AA	AB	5	140.50
AA	AB	6	141.92
AA	AB	7	186.15
AA	AC	1	196.76
AA	AC	2	219.54
AA	AC	3	150.30
AA	AC	4	129.90
AA	AC	5	190.47
AA	AC	6	192.39
AA	AC	7	252.36
AA	AD	1	238.60
AA	AD	2	266.23
AA	AD	3	182.27
AA	AD	4	157.52
AA	AD	5	230.98
AA	AD	6	233.31
AA	AD	7	306.03
AA	AE	1	823.96
AA	AE	2	919.37
AA	AE	3	629.43
AA	AE	4	543.96
AA	AE	5	797.65
AA	AE	6	805.69
AA	AE	7	1056.79
AA	AF	1	395.32
AA	AF	2	441.10
AA	AF	3	301.99
AA	AF	4	260.98
AA	AF	5	382.69
AA	AF	6	386.55
AA	AF	7	507.02
AA	AG	1	413.62
AA	AG	2	461.51
AA	AG	3	315.97
AA	AG	4	273.06
AA	AG	5	400.41
AA	AG	6	404.45
AA	AG	7	530.49
AA	AH	1	203.16
AA	AH	2	226.69
AA	AH	3	155.20
AA	AH	4	134.13
AA	AH	5	196.68
AA	AH	6	198.66
AA	AH	7	260.57
AA	AI	1	131.77
AA	AI	2	147.03
AA	AI	3	100.66
AA	AI	4	86.99
AA	AI	5	127.56
AA	AI	6	128.85
AA	AI	7	169.01
AA	AJ	1	324.54
AA	AJ	2	362.12
AA	AJ	3	247.92
AA	AJ	4	214.25
AA	AJ	5	314.17
AA	AJ	6	317.34
AA	AJ	7	416.24
AA	AK	1	304.16
AA	AK	2	339.38
AA	AK	3	232.35
AA	AK	4	200.80
AA	AK	5	294.45
AA	AK	6	297.42
AA	AK	7	390.11
AA	AL	1	485.78
AA	AL	2	542.03
AA	AL	3	371.09
AA	AL	4	320.70
AA	AL	5	470.27
AA	AL	6	475.01
AA	AL	7	623.05
AA	AM	1	506.15
AA	AM	2	564.76
AA	AM	3	386.66
AA	AM	4	334.15
AA	AM	5	489.99
AA	AM	6	494.93
AA	AM	7	649.18
AA	AN	1	533.53
AA	AN	2	595.31
AA	AN	3	407.57
AA	AN	4	352.23
AA	AN	5	516.50
AA	AN	6	521.70
AA	AN	7	684.29
AA	AO	1	483.96
AA	AO	2	540.01
AA	AO	3	369.71
AA	AO	4	319.51
AA	AO	5	468.51
AA	AO	6	473.23
AA	AO	7	620.72
AA	AP	1	227.15
AA	AP	2	253.45
AA	AP	3	173.52
AA	AP	4	149.96
AA	AP	5	219.90
AA	AP	6	222.11
AA	AP	7	291.33
AA	AQ	1	333.02
AA	AQ	2	371.58
AA	AQ	3	254.40
AA	AQ	4	219.85
AA	AQ	5	322.38
AA	AQ	6	325.63
AA	AQ	7	427.12
AA	AR	1	172.77
AA	AR	2	192.78
AA	AR	3	131.98
AA	AR	4	114.06
AA	AR	5	167.26
AA	AR	6	168.94
AA	AR	7	221.59
AA	AS	1	191.74
AA	AS	2	213.94
AA	AS	3	146.47
AA	AS	4	126.58
AA	AS	5	185.62
AA	AS	6	187.49
AA	AS	7	245.92
AA	AT	1	483.67
AA	AT	2	539.68
AA	AT	3	369.48
AA	AT	4	319.31
AA	AT	5	468.23
AA	AT	6	472.95
AA	AT	7	620.35
AA	AU	1	533.05
AA	AU	2	594.77
AA	AU	3	407.20
AA	AU	4	351.91
AA	AU	5	516.02
AA	AU	6	521.23
AA	AU	7	683.67
AA	AV	1	685.63
AA	AV	2	765.02
AA	AV	3	523.76
AA	AV	4	452.64
AA	AV	5	663.73
AA	AV	6	670.43
AA	AV	7	879.37
AA	AW	1	459.19
AA	AW	2	512.36
AA	AW	3	350.78
AA	AW	4	303.15
AA	AW	5	444.52
AA	AW	6	449.00
AA	AW	7	588.94
AA	AX	1	101.26
AA	AX	2	112.99
AA	AX	3	77.36
AA	AX	4	66.85
AA	AX	5	98.03
AA	AX	6	99.02
AA	AX	7	129.88
AA	AY	1	475.28
AA	AY	2	530.31
AA	AY	3	363.07
AA	AY	4	313.77
AA	AY	5	460.10
AA	AY	6	464.74
AA	AY	7	609.58
AA	AZ	1	484.15
AA	AZ	2	540.21
AA	AZ	3	369.85
AA	AZ	4	319.63
AA	AZ	5	468.69
AA	AZ	6	473.41
AA	AZ	7	620.96
AA	BA	1	100.84
AA	BA	2	112.52
AA	BA	3	77.03
AA	BA	4	66.57
AA	BA	5	97.62
AA	BA	6	98.60
AA	BA	7	129.33
AA	BB	1	588.57
AA	BB	2	656.72
AA	BB	3	449.61
AA	BB	4	388.56
AA	BB	5	569.77
AA	BB	6	575.52
AA	BB	7	754.88
AB	AA	1	145.14
AB	AA	2	161.94
AB	AA	3	110.87
AB	AA	4	95.82
AB	AA	5	140.50
AB	AA	6	141.92
AB	AA	7	186.15
AB	AC	1	287.32
AB	AC	2	320.59
AB	AC	3	219.48
AB	AC	4	189.68
AB	AC	5	278.14
AB	AC	6	280.95
AB	AC	7	368.50
AB	AD	1	98.38
AB	AD	2	109.77
AB	AD	3	75.15
AB	AD	4	64.95
AB	AD	5	95.24
AB	AD	6	96.20
AB	AD	7	126.18
AB	AE	1	680.12
AB	AE	2	758.88
AB	AE	3	519.55
AB	AE	4	449.01
AB	AE	5	658.40
AB	AE	6	665.04
AB	AE	7	872.31
AB	AF	1	250.82
AB	AF	2	279.86
AB	AF	3	191.60
AB	AF	4	165.59
AB	AF	5	242.81
AB	AF	6	245.26
AB	AF	7	321.69
AB	AG	1	286.82
AB	AG	2	320.03
AB	AG	3	219.10
AB	AG	4	189.35
AB	AG	5	277.66
AB	AG	6	280.46
AB	AG	7	367.87
AB	AH	1	261.92
AB	AH	2	292.25
AB	AH	3	200.08
AB	AH	4	172.92
AB	AH	5	253.56
AB	AH	6	256.11
AB	AH	7	335.93
AB	AI	1	219.33
AB	AI	2	244.73
AB	AI	3	167.55
AB	AI	4	144.80
AB	AI	5	212.33
AB	AI	6	214.47
AB	AI	7	281.31
AB	AJ	1	181.71
AB	AJ	2	202.76
AB	AJ	3	138.81
AB	AJ	4	119.97
AB	AJ	5	175.91
AB	AJ	6	177.69
AB	AJ	7	233.06
AB	AK	1	169.56
AB	AK	2	189.19
AB	AK	3	129.53
AB	AK	4	111.94
AB	AK	5	164.14
AB	AK	6	165.80
AB	AK	7	217.47
AB	AL	1	421.79
AB	AL	2	470.64
AB	AL	3	322.21
AB	AL	4	278.46
AB	AL	5	408.33
AB	AL	6	412.44
AB	AL	7	540.98
AB	AM	1	397.11
AB	AM	2	443.10
AB	AM	3	303.36
AB	AM	4	262.17
AB	AM	5	384.43
AB	AM	6	388.31
AB	AM	7	509.33
AB	AN	1	463.28
AB	AN	2	516.93
AB	AN	3	353.91
AB	AN	4	305.85
AB	AN	5	448.49
AB	AN	6	453.01
AB	AN	7	594.19
AB	AO	1	338.96
AB	AO	2	378.21
AB	AO	3	258.93
AB	AO	4	223.77
AB	AO	5	328.13
AB	AO	6	331.44
AB	AO	7	434.73
AB	AP	1	178.74
AB	AP	2	199.44
AB	AP	3	136.54
AB	AP	4	118.00
AB	AP	5	173.04
AB	AP	6	174.78
AB	AP	7	229.25
AB	AQ	1	282.66
AB	AQ	2	315.39
AB	AQ	3	215.92
AB	AQ	4	186.61
AB	AQ	5	273.63
AB	AQ	6	276.39
AB	AQ	7	362.53
AB	AR	1	59.76
AB	AR	2	66.68
AB	AR	3	45.65
AB	AR	4	39.45
AB	AR	5	57.85
AB	AR	6	58.43
AB	AR	7	76.64
AB	AS	1	330.37
AB	AS	2	368.63
AB	AS	3	252.38
AB	AS	4	218.11
AB	AS	5	319.82
AB	AS	6	323.05
AB	AS	7	423.73
AB	AT	1	393.20
AB	AT	2	438.73
AB	AT	3	300.37
AB	AT	4	259.59
AB	AT	5	380.64
AB	AT	6	384.48
AB	AT	7	504.31
AB	AU	1	473.85
AB	AU	2	528.72
AB	AU	3	361.98
AB	AU	4	312.83
AB	AU	5	458.72
AB	AU	6	463.34
AB	AU	7	607.74
AB	AV	1	541.46
AB	AV	2	604.16
AB	AV	3	413.63
AB	AV	4	357.47
AB	AV	5	524.17
AB	AV	6	529.46
AB	AV	7	694.47
AB	AW	1	413.76
AB	AW	2	461.67
AB	AW	3	316.07
AB	AW	4	273.16
AB	AW	5	400.54
